SpikeMax,SpikeMin,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16
,"{""KLF9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DEXI"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GABPB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""REXO2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRAF3IP2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF117"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GNAI2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DOCK11"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLAIN2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPA0"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP5B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZSWIM4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTTNBP2NL"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRP54"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRP14"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARRDC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TCIRG1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""QPCT"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CLPTM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GSDMD"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RIN3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-163O17.1"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CALR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CXCL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MICAL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TUBA1B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STX5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TOR3A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZSWIM8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF121"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ERGIC3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM167A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IMPA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DERA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LITAF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DHX38"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BARX2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTSA"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCOA5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP6-65G23.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SEMA7A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FUT6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTD-3128G10.7"", ""sense_intronic:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NDUFA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANXA1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF2S2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RUNX3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMPRSS4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LAMP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF3K"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FBXW5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""INTS3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""INPP5K"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCT4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4EBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SFN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SURF4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SH3BP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RCN3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VASN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HMGA1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-396K3.1"", ""transcribed_processed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX60L"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GLMP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNW1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMB4"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMPRSS4"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CYLD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MCOLN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-290F20.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MUL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTD-3088G3.8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPIF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD53"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ITGB1BP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HTATSF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTAFR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRIOBP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KHSRP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LTBR"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PCDH1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IL2RG"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ITCH"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DOK3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRMT5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSBP1L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""XXbac-BPG283O16.9"", ""TEC:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IFRD1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC93"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AGFG2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TPM3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C6orf62"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KIAA1551"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ELF4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS11"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PAPOLA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD55"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLEKHO2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PAN3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ADGRG3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC25A44"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WBP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""OTUD5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARPC4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTPRE"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RASGRP4"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NADK"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NEDD9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZMIZ1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NFKBID"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SMAGP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KMT5B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VMO1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DEF6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSTPIP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DGKD"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC11A2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPA2B1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NEAT1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM6"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-875O11.5"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""H3F3B"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCF4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PIP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS27"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MORF4L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSD17B11"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DNAJB6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HDAC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB12"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IST1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATG9B"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KCTD9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4A3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-DMB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB10"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPS8L2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PICALM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""JARID2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNX6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM30A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF83"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD46"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LAMP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VMP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ADM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMC6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPRC5A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDKN1C"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EVI2A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPR27"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""YAP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SREBF1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MANF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GSTP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AHCYL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UHMK1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MYBPC3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MPP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TBC1D17"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SMC3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MYO1E"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AP006222.1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLMAP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""USF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SDHA"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TNF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NUP98"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RGS2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TSPAN1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IFI30"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NFKB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TUBB6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM115"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""USF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NECAP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SUPT4H1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRRC2A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPH3"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SWAP70"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRIP6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRA2A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL12"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL31"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LCE3D"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL17"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANXA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PABPC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-631M6.2"", ""processed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AAMP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BTG2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IFNAR2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GDI1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPRC5A"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STK24"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CEACAM5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""S100A16"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CNFN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ELF3"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C2orf54"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPHA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRSS27"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VSIG10L"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM83A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CALML3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KLK10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KRT19"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NDUFA4L2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STRN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MMP9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TGM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ADRM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TSPAN6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SIPA1L2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CH507-42P11.8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBTD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMBIM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHIC2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNRNP27"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NDUFS6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VPS29"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PXDC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NECAP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BAG1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RACK1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-496N17.2"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TSPAN3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD48"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PITPNA"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ADGRF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SPNS2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM89B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CAP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TPRG1L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FNDC4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UPP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MUC20"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPP2R1A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SBNO1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-DPB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GCOM1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NBEAL2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MED13"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""METRNL"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAPK14"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHI3L1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CBX6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MRPL41"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBE2L3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SCYL1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MGST3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""OR5A2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMD4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CH17-335B8.4"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HELLPAR"", ""macro_lncRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SMARCA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANKRD44"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IL1R2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LCN2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MIDN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SPATA5L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AC004057.1"", ""transcribed_processed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MPZL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CEP19"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARL3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LINC00528"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NEDD4L"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MBD4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GOLGB1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ICMT"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD274"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARNT"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TANGO2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SP3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NPEPPS"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CYFIP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM45A"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CSNK2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP4-614O4.5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TTC22"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDC42SE1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EEF1G"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF149"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SART1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGAP15"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GSK3A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""S1PR4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAP4K4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SETD2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPSA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""YIPF6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL10A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS23"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPL13"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZFP91"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-453N18.1"", ""unprocessed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBE2K"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPS2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHFR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C6orf58"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPA2B1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""XBP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MID1IP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CXCL16"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TXN2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
