"","1","2","3","4","5"
"1",0,0,0,0,0
"2",0.000854210231388467,0,-0.0432817115976841,0.129845134793052,-0.0865634231953682
"3",0.00683368185110774,0,-0.083964441314002,0.251893323942006,-0.167928882628004
"4",0.0230636762474886,0,-0.119449207267588,0.358347621802763,-0.238898414535175
"5",0.0546694548088619,0,-0.147137027577075,0.441411082731225,-0.29427405515415
"6",0.106776278923558,0,-0.164428920361098,0.493286761083293,-0.328857840722195
"7",0.184482075252504,6.83368185110767e-06,-0.168734567011228,0.506203701033683,-0.337469134022455
"8",0.287089808246887,0.00147607527983927,-0.159300262781868,0.477900788345606,-0.318600525563737
"9",0.400973116295598,0.00909563054382439,-0.139470031027045,0.418410093081135,-0.27894006205409
"10",0.510756215233643,0.0279907608621373,-0.113142344568806,0.339427033706418,-0.226284689137612
"11",0.601063320896032,0.0632867276231087,-0.0842156762292008,0.252647028687602,-0.168431352458402
"12",0.656518649117772,0.12010879221507,-0.0565884988302788,0.169765496490836,-0.113176997660558
"13",0.662074432462722,0.203363538207115,-0.0340530757535354,0.102323235625033,-0.0682154904166885
"14",0.615434553828912,0.309456448945563,-0.0162727783789466,0.0558501937616298,-0.0372334625077532
"15",0.530867740921454,0.42374977790534,0.00245259866146667,0.0280680107317425,-0.018712007154495
"16",0.42374977790534,0.530867740921454,0.0281817175975519,0.0161764840108212,-0.0107843226738808
"17",0.309456448945563,0.615434553828912,0.0669732406591564,0.0173754110743161,-0.0115836073828774
"18",0.203363538207115,0.662074432462722,0.124885830076128,0.0288645893976776,-0.0192430595984517
"19",0.12010879221507,0.656518649117772,0.207219687251669,0.0479050860165297,-0.0317522146010399
"20",0.0632867276231089,0.601063320896033,0.307926192331047,0.0726747421261341,-0.0449509829763222
"21",0.0279907608621374,0.510756215233644,0.412220380382256,0.102057133485236,-0.0530244899632738
"22",0.00909563054382443,0.400973116295598,0.505092557339472,0.134953989796337,-0.0501152939752308
"23",0.00147607527983928,0.287089808246887,0.571533029136867,0.170267040761936,-0.0303659534255295
"24",6.83368185110803e-06,0.184482075252505,0.596532101708616,0.206898016084535,0.0120809732724939
"25",0,0.106776278923559,0.567235619492785,0.24384236453202,0.0821457370516371
"26",0,0.054669454808862,0.486720203682769,0.280788177339901,0.177822164168468
"27",0,0.0230636762474886,0.365202696766107,0.317733990147783,0.293999636838622
"28",0,0.00683368185110775,0.21293362151946,0.354679802955665,0.425552893673768
"29",0,0.000854210231388468,0.0401635007194892,0.391625615763547,0.567356673285576
"30",0,0,-0.142857142857143,0.428571428571429,0.714285714285714
