"","target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"45","ENSG00000138326","RPS24",2,9.66767564426854,8.36303504603268e-05,0.0117669966989083
"46","ENSG00000117614","SYF2",1,3.75836882341921,8.4681140198652e-05,0.0117669966989083
"47","ENSG00000087460","GNAS",4,19.96583851671,8.77997906463693e-05,0.0117765580663411
"48","ENSG00000163297","ANTXR2",1,2.91928433014567,8.8434728908694e-05,0.0117765580663411
"49","ENSG00000174231","PRPF8",1,4.51592957411549,9.08901359530495e-05,0.0118565254900386
"50","ENSG00000104979","C19orf53",1,3.083545120878,9.34034853119024e-05,0.0119407015622736
"51","ENSG00000010278","CD9",1,5.42173325724997,9.7422801179022e-05,0.0122103244144374
"52","ENSG00000176946","THAP4",1,2.63882655879523,0.0001023633583704,0.0125828189750691
"53","ENSG00000102755","FLT1",1,6.22605474496039,0.000105987240978328,0.0126933577689794
"54","ENSG00000105323","HNRNPUL1",2,7.58458961898477,0.000107234248986998,0.0126933577689794
"55","ENSG00000151893","CACUL1",2,9.06622639516032,0.000122582699207479,0.0137464669006001
"56","ENSG00000101972","STAG2",2,8.46834063262414,0.000121849366388399,0.0137464669006001
"57","ENSG00000135046","ANXA1",6,35.8204233432138,0.000122180910819679,0.0137464669006001
"58","ENSG00000139746","RBM26",1,2.36968256823819,0.000130002556772309,0.0138367726528424
"59","ENSG00000171843","MLLT3",1,7.18390622421379,0.000133758014142266,0.0138367726528424
"60","ENSG00000111729","CLEC4A",2,8.02265332106987,0.000134211499448722,0.0138367726528424
"61","ENSG00000197956","S100A6",2,12.0288417923939,0.000131380916891639,0.0138367726528424
"62","ENSG00000173660","UQCRH",1,3.86183784837325,0.00012560087505224,0.0138367726528424
"63","ENSG00000141458","NPC1",3,11.1882940095255,0.000148195973383306,0.0149599011896504
"64","ENSG00000121570","DPPA4",1,5.69549608119053,0.000149786244702382,0.0149599011896504
"65","ENSG00000215301","DDX3X",4,20.8042104447895,0.000155441374637873,0.0151230831312867
"66","ENSG00000136689","IL1RN",8,55.2115568491328,0.000156151984772359,0.0151230831312867
"67","ENSG00000054118","THRAP3",1,5.51947635053277,0.000163454923876249,0.0155940876629401
"68","ENSG00000026508","CD44",7,26.6227859487365,0.000167633333584518,0.0157575333569447
"69","ENSG00000174106","LEMD3",1,3.00283824201952,0.000171553222504316,0.0158922927282259
"70","ENSG00000026297","RNASET2",9,36.7128863024077,0.000175241672252413,0.0160020681291061
"71","ENSG00000100650","SRSF5",7,27.0740867070153,0.000181680878557734,0.01612922466307
"72","ENSG00000141526","SLC16A3",8,41.3286716851743,0.000181316157594289,0.01612922466307
"73","ENSG00000162385","MAGOH",1,2.98216743311256,0.000194296610595026,0.0169232329042969
"74","ENSG00000127249","ATP13A4",3,8.93741550880353,0.00019591978018116,0.0169232329042969
"75","ENSG00000179750","APOBEC3B",1,3.37553308523072,0.000205095203282303,0.0173613137506135
"76","ENSG00000172602","RND1",4,17.0412650756381,0.000206423630326444,0.0173613137506135
"77","ENSG00000260212","",1,3.85710235979384,0.000222669075399957,0.0184844250643704
"78","ENSG00000183337","BCOR",1,2.72940051524208,0.000237597902918356,0.018521046286026
"79","ENSG00000140678","ITGAX",5,32.9590333767245,0.000231718612513561,0.018521046286026
"80","ENSG00000114209","PDCD10",1,3.06855463549127,0.000236650166712802,0.018521046286026
"81","ENSG00000079332","SAR1A",2,8.92754371634923,0.000234515206153564,0.018521046286026
"82","ENSG00000062716","VMP1",6,31.0204729366345,0.000237233913907524,0.018521046286026
"83","ENSG00000068745","IP6K2",1,2.98313478114255,0.000247277832158189,0.0190433723271704
"84","ENSG00000282937","PRSS22",7,45.7034400934022,0.000263525833543612,0.0200530610477473
"85","ENSG00000143546","S100A8",3,21.25974956566,0.000267420126986299,0.0201099935493697
"86","ENSG00000111913","RIPOR2",4,19.8947004465734,0.000288534868847855,0.0212881916665808
"87","ENSG00000087074","PPP1R15A",3,20.8925154477717,0.000289748541144013,0.0212881916665808
"88","ENSG00000196873","ZNG1C",1,2.8126284183193,0.000303321345976014,0.022032159584985
"89","ENSG00000115271","GCA",5,27.7299310211255,0.000315688588016841,0.0224209050511517
"90","ENSG00000184292","TACSTD2",1,9.00037442485936,0.000313688205760619,0.0224209050511517
"91","ENSG00000173418","NAA20",2,7.09032124927016,0.000329622309505532,0.0227085131168635
"92","ENSG00000113368","LMNB1",3,11.8909395289601,0.000323998855439484,0.0227085131168635
"93","ENSG00000164687","FABP5",1,2.94529336680171,0.000332879136637989,0.0227085131168635
"94","ENSG00000172992","DCAKD",1,4.38675432549485,0.000333948722306816,0.0227085131168635
"95","ENSG00000154080","CHST9",1,2.60251698515038,0.000340997590611312,0.022943753675658
"96","ENSG00000166130","IKBIP",1,2.96614019458015,0.000357207981765587,0.0229651286632901
"97","ENSG00000102409","BEX4",1,3.70954412613254,0.000359551087031025,0.0229651286632901
"98","ENSG00000231389","HLA-DPA1",3,9.08688405968347,0.000351130444828478,0.0229651286632901
"99","ENSG00000086666","ZFAND6",2,6.38540971234206,0.000357508834392342,0.0229651286632901
"100","ENSG00000168575","SLC20A2",1,2.19427178669562,0.000346253921308198,0.0229651286632901
"101","ENSG00000116668","SWT1",1,3.34721760375099,0.000362872026750985,0.0229651286632901
"102","ENSG00000291983","CASP12",1,2.45573487129147,0.000388411938790654,0.0238867300055873
"103","ENSG00000130559","CAMSAP1",1,4.50669352011306,0.00038119671285212,0.0238867300055873
"104","ENSG00000143702","CEP170",1,2.92800079551599,0.000388645169052109,0.0238867300055873
"105","ENSG00000109046","WSB1",4,19.3599937721942,0.000406801302864691,0.0240766104436214
"106","ENSG00000172354","GNB2",8,37.7447505333139,0.000403326663765291,0.0240766104436214
"107","ENSG00000168066","SF1",6,23.3507132329026,0.000397029104144298,0.0240766104436214
"108","ENSG00000124831","LRRFIP1",4,17.5355022702983,0.000400245513002732,0.0240766104436214
"109","ENSG00000100902","PSMA6",1,3.45582973049914,0.000415968845430478,0.0243428242864727
"110","ENSG00000099139","PCSK5",2,9.27168193764764,0.000418915937345431,0.0243428242864727
"111","ENSG00000135387","CAPRIN1",1,4.15746605947743,0.00042588289231399,0.024524715744784
"112","ENSG00000170348","TMED10",3,9.90794663119236,0.000452345404059263,0.0256766904895058
"113","ENSG00000163479","SSR2",2,8.28151230522591,0.000459191410404155,0.0256766904895058
"114","ENSG00000197694","SPTAN1",6,21.8770332274955,0.000465499999858772,0.0256766904895058
"115","ENSG00000178950","GAK",6,22.6283588245023,0.000460861751996739,0.0256766904895058
"116","ENSG00000172349","IL16",1,3.63375882551862,0.000469989484867363,0.0256766904895058
"117","ENSG00000116701","NCF2",4,21.4884231857963,0.000468004268413692,0.0256766904895058
"118","ENSG00000229117","RPL41",1,7.98770430189663,0.000482443682285472,0.0259141177913339
"119","ENSG00000196470","SIAH1",1,2.69528239005886,0.000479531015632484,0.0259141177913339
"120","ENSG00000184634","MED12",1,2.60916197657164,0.000495557225311108,0.0259402793172253
"121","ENSG00000089820","ARHGAP4",2,7.4804861354053,0.000499163697750111,0.0259402793172253
"122","ENSG00000213445","SIPA1",4,14.7519123577298,0.000495623193834502,0.0259402793172253
"123","ENSG00000158941","CCAR2",4,12.7730490505553,0.000496688431691959,0.0259402793172253
"124","ENSG00000132963","POMP",1,2.86444598806273,0.000519457035129845,0.0263680544401497
"125","ENSG00000163660","CCNL1",10,50.3569480582956,0.000519770785272038,0.0263680544401497
"126","ENSG00000127483","HP1BP3",2,8.0166300292492,0.000511613333644507,0.0263680544401497
"127","ENSG00000130589","HELZ2",3,15.7792020782283,0.000545492416193293,0.0273808657568582
"128","ENSG00000137857","DUOX1",1,3.15704344095468,0.000548302693504044,0.0273808657568582
"129","ENSG00000169714","CNBP",3,12.3849462384683,0.000567328791910708,0.0281113615340562
"130","ENSG00000214736","TOMM6",2,6.22422804038912,0.00058568957021493,0.0287979056370295
"131","ENSG00000133574","GIMAP4",1,3.74613574397647,0.000599226673038697,0.0292386022447584
"132","ENSG00000166275","BORCS7",1,2.72256969910824,0.000621288724076701,0.0300854357901384
"133","ENSG00000100764","PSMC1",1,2.96676969439788,0.00062942009225563,0.0302500242834435
"134","ENSG00000060069","CTDP1",1,3.01824503412322,0.000650361930598126,0.0303339957186979
"135","ENSG00000152229","PSTPIP2",1,3.5519955747032,0.000677770356381176,0.0303339957186979
"136","ENSG00000018408","WWTR1",1,4.6668357406566,0.000668134448714331,0.0303339957186979
"137","ENSG00000113758","DBN1",1,3.50698859378951,0.000678623496209919,0.0303339957186979
"138","ENSG00000232005","PBX2",3,9.63016934164858,0.000651672352452654,0.0303339957186979
"139","ENSG00000171862","PTEN",3,9.51981372317486,0.000637378174893209,0.0303339957186979
"140","ENSG00000177879","AP3S1",1,3.65010829834578,0.000648898822671012,0.0303339957186979
"141","ENSG00000163563","MNDA",2,11.431604053127,0.000670122936963956,0.0303339957186979
"142","ENSG00000140264","SERF2",4,18.4247965152911,0.000668900236028125,0.0303339957186979
"143","ENSG00000085063","CD59",5,24.062681812335,0.000671510170002472,0.0303339957186979
"144","ENSG00000148344","PTGES",2,8.1627554216219,0.000691256087826593,0.030472475264742
"145","ENSG00000148429","USP6NL",1,4.3397244001686,0.000689165294666252,0.030472475264742
"146","ENSG00000284454","NPIPB11",2,7.83482589567999,0.000708687095189429,0.0310269035099372
"147","ENSG00000197111","PCBP2",8,32.0284293408168,0.000714282925025577,0.0310591595698196
"148","ENSG00000283777","CANX",1,4.50712490113629,0.000727688173738982,0.0312173342720777
"149","ENSG00000072694","FCGR2B",1,7.14049164911393,0.000725014418378716,0.0312173342720777
"150","ENSG00000110906","KCTD10",1,3.36560424460655,0.000750295379475901,0.0319492306064059
"151","ENSG00000228405","RNF5",1,2.61509720212834,0.000764742221961844,0.0319492306064059
"152","ENSG00000115738","ID2",2,7.03204175479993,0.000755995607821064,0.0319492306064059
"153","ENSG00000077549","CAPZB",5,20.5843902242381,0.00076069769265706,0.0319492306064059
"154","ENSG00000013810","TACC3",6,21.6952929259653,0.000792557568744,0.0326840514800751
"155","ENSG00000103266","STUB1",1,3.8141441367427,0.000789738350497408,0.0326840514800751
"156","ENSG00000136044","APPL2",1,3.79294994531349,0.000815324930684925,0.0334074163906285
"157","ENSG00000112033","PPARD",3,12.2964497009137,0.000824230718518926,0.0335572149858151
"158","ENSG00000071082","RPL31",3,12.6287216141381,0.000835790161075285,0.0338124728455267
"159","ENSG00000100342","APOL1",1,4.83808448339173,0.000856846149959558,0.0340546005195941
"160","ENSG00000112697","TMEM30A",1,3.490379295139,0.000852475380657114,0.0340546005195941
"161","ENSG00000099331","MYO9B",4,17.3534051189444,0.000863085933068561,0.0340546005195941
"162","ENSG00000108465","CDK5RAP3",1,4.12608296953378,0.000862533690308102,0.0340546005195941
"163","ENSG00000162747","FCGR3B",1,8.44135167633507,0.000875707279144439,0.0343406191919709
"164","ENSG00000185873","TMPRSS11B",2,14.5071903387953,0.000888048860902576,0.0346122458468858
"165","ENSG00000225840","",1,9.39265830991733,0.000918470859228803,0.0355810044375183
"166","ENSG00000167173","C15orf39",3,15.7499652209844,0.00093137065179913,0.0358633807608436
"167","ENSG00000148908","RGS10",2,5.92755046096412,0.00101606497637143,0.0377093491997754
"168","ENSG00000187193","MT1X",1,6.06113574306473,0.00101958869358621,0.0377093491997754
"169","ENSG00000126264","HCST",1,2.77520967883672,0.00100430357832734,0.0377093491997754
"170","ENSG00000167642","SPINT2",3,12.8402371124249,0.00100185597833467,0.0377093491997754
"171","ENSG00000168522","FNTA",2,5.8648677294688,0.00102060660381119,0.0377093491997754
"172","ENSG00000111726","CMAS",1,3.1908672755577,0.00101299663068505,0.0377093491997754
"173","ENSG00000168010","ATG16L2",10,48.6005324668201,0.00100899741997579,0.0377093491997754
"174","ENSG00000188612","SUMO2",3,13.3100428741519,0.00104809542953159,0.0383156839067255
"175","ENSG00000234616","JRK",1,3.02523936817522,0.00104900573899827,0.0383156839067255
"176","ENSG00000139613","SMARCC2",1,5.40785878044746,0.00105514380617174,0.0383209045968737
"177","ENSG00000261040","WFDC21P",1,6.57935521466539,0.00107355239820169,0.0387691916909898
"178","ENSG00000169228","RAB24",3,16.8629939473619,0.00109685410119136,0.0393881540158154
"179","ENSG00000149573","MPZL2",2,6.43797315943646,0.00110780371975549,0.0395591138361849
"180","ENSG00000223611","SUPT20HL2",1,6.09331320564828,0.00111721564850791,0.0396735690292365
"181","ENSG00000158201","ABHD3",2,5.9982684300379,0.00116281162066241,0.0405352539426127
"182","ENSG00000159140","SON",3,12.1087366363954,0.00119221335125331,0.0405352539426127
"183","ENSG00000132424","PNISR",2,7.2721386818737,0.00115608486614606,0.0405352539426127
"184","ENSG00000129355","CDKN2D",2,9.62518372868245,0.00118229014052703,0.0405352539426127
"185","ENSG00000087274","ADD1",1,5.29513591930462,0.0011889129550877,0.0405352539426127
"186","ENSG00000135482","ZC3H10",1,2.53324429410872,0.00118342806694884,0.0405352539426127
"187","ENSG00000106565","TMEM176B",1,3.83900857355613,0.00119169615442423,0.0405352539426127
"188","ENSG00000117475","BLZF1",1,4.49843126247682,0.00117522920444054,0.0405352539426127
"189","ENSG00000160255","ITGB2",4,19.5533553158684,0.00122439621776033,0.0414066330091353
"190","ENSG00000135930","EIF4E2",1,2.78378439366188,0.00123079791485227,0.0414066330091353
"191","ENSG00000130985","UBA1",4,16.2391151038252,0.00127503403495907,0.0426372025350939
"192","ENSG00000183018","SPNS2",3,21.1489454703752,0.00128071697226815,0.0426372025350939
"193","ENSG00000111725","PRKAB1",1,3.1002267894124,0.00129803056872066,0.0427680999755796
"194","ENSG00000059804","SLC2A3",6,34.1320486464152,0.00129517365769693,0.0427680999755796
"195","ENSG00000172757","CFL1",3,16.6491042703322,0.00130843505684124,0.042889830170919
"196","ENSG00000173113","TRMT112",1,4.35939121046939,0.00132385850259473,0.0431739976968649
"197","ENSG00000143376","SNX27",2,7.68019856936552,0.00134334568492662,0.0435871351170098
"198","ENSG00000078043","PIAS2",1,2.45524241395683,0.0013602697284518,0.0438782091491855
"199","ENSG00000125991","ERGIC3",1,3.25878642395199,0.00136604562276094,0.0438782091491855
"200","ENSG00000123562","MORF4L2",2,8.16820502353597,0.00137411465291706,0.0439167043072293
"201","ENSG00000138449","SLC40A1",1,3.9294161332046,0.00139512409046664,0.0443663342600137
"202","ENSG00000075624","ACTB",9,57.8785615759862,0.00140551341107082,0.0444754540770528
"203","ENSG00000121716","PILRB",2,6.56977529273554,0.00142823599206984,0.0445330949332216
"204","ENSG00000173517","PEAK1",1,3.38950311272986,0.00142765595590529,0.0445330949332216
"205","ENSG00000116580","GON4L",1,3.9584311946035,0.00141630122324431,0.0445330949332216
"206","ENSG00000126759","CFP",2,7.80597797413477,0.00145284390626932,0.045080476936279
"207","ENSG00000136240","KDELR2",1,3.80795561647203,0.00146569197983906,0.0452594354354168
"208","ENSG00000244617","ASPRV1",1,2.7779737927752,0.00147309635024391,0.0452693839940341
"209","ENSG00000120688","WBP4",1,2.701935475393,0.00150610714993274,0.0454017272306499
"210","ENSG00000110047","EHD1",7,42.3712636446935,0.00150900697724303,0.0454017272306499
"211","ENSG00000090316","MAEA",3,12.8011339146893,0.00151291738112147,0.0454017272306499
"212","ENSG00000125107","CNOT1",5,18.2775193485111,0.00150291524810286,0.0454017272306499
"213","ENSG00000100664","EIF5",2,7.11795516795605,0.00150498831605769,0.0454017272306499
"214","ENSG00000184709","LRRC26",1,2.76486294352553,0.00152165098416242,0.0454504350035802
"215","ENSG00000077721","UBE2A",1,2.90701067935502,0.00155079667593598,0.0454905844725696
"216","ENSG00000170581","STAT2",2,7.83195307323963,0.00155146236154884,0.0454905844725696
"217","ENSG00000242221","PSG2",1,3.71859450445752,0.00154393830887496,0.0454905844725696
"218","ENSG00000160886","LY6K",2,6.92022210095777,0.00155016877001054,0.0454905844725696
"219","ENSG00000159069","FBXW5",1,4.1862076677015,0.00157005294776812,0.0457964565329463
"220","ENSG00000101940","WDR13",1,2.86697627875869,0.00158338812480931,0.0457964565329463
"221","ENSG00000106211","HSPB1",6,27.2576337024441,0.00157714997978584,0.0457964565329463
"222","ENSG00000005022","SLC25A5",1,4.39964799042533,0.00162230791336896,0.0467107755957405
"223","ENSG00000140299","BNIP2",2,7.15069891614884,0.00165204016796512,0.0471530276057697
"224","ENSG00000116171","SCP2",1,3.69199971391503,0.00165242149306828,0.0471530276057697
"225","ENSG00000272772","",1,4.13002110326963,0.00167184544541746,0.047169612834255
"226","ENSG00000140519","RHCG",5,34.4480117266286,0.00167106788397188,0.047169612834255
"227","ENSG00000132109","TRIM21",1,4.28248551771188,0.00167514113162952,0.047169612834255
"228","ENSG00000258405","ZNF578",1,2.77319681572114,0.0017010166703161,0.0476881515643004
"229","ENSG00000215845","TSTD1",1,2.82309213246671,0.00171842415284959,0.0479657955677492
"230","ENSG00000125166","GOT2",1,3.24375525001787,0.00172710472904105,0.0479984931653496
"231","ENSG00000132670","PTPRA",1,4.13979927152518,0.00174889590140868,0.0483936909169017
"232","ENSG00000112425","EPM2A",1,2.50486362582355,0.00176376372869399,0.0485947316974656
"233","ENSG00000129657","SEC14L1",4,19.4328136462913,0.00179442299038696,0.0488083053385253
"234","ENSG00000103035","PSMD7",1,3.12957435579957,0.00179158955279752,0.0488083053385253
"235","ENSG00000140575","IQGAP1",4,18.5859297489044,0.00179359376189526,0.0488083053385253
"236","ENSG00000206450","HLA-B",6,25.1808947607046,0.00183802674042178,0.0491576021957156
"237","ENSG00000205220","PSMB10",1,3.72316251196101,0.00183710177314272,0.0491576021957156
"238","ENSG00000131558","EXOC4",1,3.33049283171225,0.00183738066118305,0.0491576021957156
"239","ENSG00000120896","SORBS3",1,3.30829322817492,0.00183045702513493,0.0491576021957156
"240","ENSG00000115339","GALNT3",1,3.67319136939092,0.0018657993161035,0.0496924551188899
"241","ENSG00000117228","GBP1",4,20.0139407878118,0.00187580818963744,0.0497517259259857
